rating,date,variation,verified_reviews,feedback,p_verified_reviews
2,2018-07-30,Black  Spot,"As an Alexa device, it works just as well as any of the other products.  Unfortunately it doesn't go up from there.  The ability to play videos is very limited.  You CAN NOT play YouTube and when you can play a video the cropping of the screen makes it look very strange. There is quite a selection of clock faces, and you can control what is displays with one glaring and VERY ANNOYING exception.  You can't turn off the &#34;Things to try&#34; screen You can turn off the screen scroll, but that defeats the purpose of having the screen.  I don't need to be reminded every 5 seconds what things I can do with Alexa.  I don't need the advertising, especially at the cost of this device.  Overall, its an expensive Alexa device with a screen that's not very useful and annoying.  I would not recommend this until the Amazon people get their act together and come up with a screen that's actually useful.",0,alexa device works well products unfortunately n't go ability play videos limited play youtube play video cropping screen makes look strange quite selection clock faces control displays one glaring annoying exception ca n't turn things try screen turn screen scroll defeats purpose screen n't need reminded every seconds things alexa n't need advertising especially cost device overall expensive alexa device screen 's useful annoying would recommend amazon people get act together come screen 's actually useful
5,2018-07-30,White  Spot,So far so good.,1,far good
5,2018-07-30,Black  Spot,"This device is perfect for a smart nightstand clock. I love how it dims based on the ambient light in the room. Its the first nightstand clock I have had in my bedroom in years because the lighting and glow from typical alarm clocks bother me when trying to sleep. The screen on this dims when the lights in the room go out and is not bothersome at all.Overall a great addition to my smart home. Its nice to be able to tell Alexa to turn on/off the bedroom lights without even getting out of bed or reaching for your phone. I have a bunch of other Alexa devices, but this was the first one with a screen.",1,device perfect smart nightstand clock love dims based ambient light room first nightstand clock bedroom years lighting glow typical alarm clocks bother trying sleep screen dims lights room go bothersome overall great addition smart home nice able tell alexa turn bedroom lights without even getting bed reaching phone bunch alexa devices first one screen
5,2018-07-30,White  Spot,"I love this thing. I talk to it through walls and in other rooms. I have been an amazon lover for a while so I have amazon music unlimited, kindle unlimited, prime video, etc., so I was ready for this when it came out. The screen is just so nice to have.The only thing resembling a down side is that it doesn't always perfectly understand which song I want to hear, but I do have a deep southern accent, lower Alabama, so I don't speak English anyways.",1,love thing talk walls rooms amazon lover amazon music unlimited kindle unlimited prime video etc ready came screen nice thing resembling side n't always perfectly understand song want hear deep southern accent lower alabama n't speak english anyways
4,2018-07-30,Black  Spot,Smaller than I thought it would be. Happy I got a stand so it sits up higher on the bedside table.,1,smaller thought would happy got stand sits higher bedside table
4,2018-07-30,White  Spot,Echo Spot works well except it does not work with the Ring doorbell as it states on the website. Since they were sold as a pair I thought that it would be app ready.  Unfortunately that is not case.  Perhaps Ring will update so that they can be integrated.,1,echo spot works well except work ring doorbell states website since sold pair thought would app ready unfortunately case perhaps ring update integrated
5,2018-07-30,Black  Spot,Nice,1,nice
5,2018-07-30,Black  Spot,I like it,1,like
5,2018-07-30,White  Spot,"We've owned a number of Echo devices, but have viewed them as more of a toy than a tool.  Other than playing music through a sound system, we haven't found much use for them.  We just don't find the voice user interface to be all that efficient.  The Echo Spot solves the efficiency problem by displaying the information that you're routinely interested in.  Furthermore, you can do some basic navigation using the touch screen as well as tailor the settings.  We now use these as bedside clocks.",1,'ve owned number echo devices viewed toy tool playing music sound system n't found much use n't find voice user interface efficient echo spot solves efficiency problem displaying information 're routinely interested furthermore basic navigation using touch screen well tailor settings use bedside clocks
5,2018-07-30,White  Spot,I love my Echo Spot.  Waking to my favorite music.  Being able to completely turn off display at night so my bedroom is dark.  All the skills I have yet to try.  Easy to use.,1,love echo spot waking favorite music able completely turn display night bedroom dark skills yet try easy use
4,2018-07-30,Black  Spot,"I like how small it is, but I’m still able to see my Ring cameras.",1,like small still able see ring cameras
5,2018-07-30,Black  Spot,Great for checking in on my son after school when I'm still at work.  Love getting the weather and traffic in the morning so I can plan my route accordingly,1,great checking son school 'm still work love getting weather traffic morning plan route accordingly
